file_name,file_size,s_created_time,s_modified_time,s_mft_modified_time,s_last_accessed_time,f_created_time,f_modified_time,f_mft_modified_time,f_last_accessed_time,status,file_full_path
jenkins,0.0B,2020-02-04 18:34:43.337310,2020-02-04 18:34:43.337310,2020-02-04 18:34:43.337310,2020-02-04 18:34:43.337310,2020-02-04 18:34:43.337310,2020-02-04 18:35:11.550820,2020-02-04 18:35:11.550820,2020-02-04 18:36:16.439626,In use directory,./tools/plaso-master/config/jenkins
greendale,0.0B,2020-02-04 18:34:43.351312,2020-02-04 18:34:43.351312,2020-02-04 18:34:43.351312,2020-02-04 18:34:43.351312,2020-02-04 18:34:43.351312,2020-02-04 18:35:05.608446,2020-02-04 18:35:05.608446,2020-02-04 18:36:16.441620,In use directory,./tools/plaso-master/config/jenkins/greendale
acserver-mounted.ini,0.0B,2020-02-04 18:34:43.366310,2020-02-04 18:34:43.366310,2020-02-04 18:34:43.366310,2020-02-04 18:34:43.366310,2020-02-04 18:34:43.366310,2019-09-16 16:51:11.000000,2020-02-04 18:34:44.833060,2020-02-04 18:34:43.400274,In use,./tools/plaso-master/config/jenkins/greendale/acserver-mounted.ini
acserver.ini,0.0B,2020-02-04 18:34:44.849052,2020-02-04 18:34:44.849052,2020-02-04 18:34:44.849052,2020-02-04 18:34:44.849052,2020-02-04 18:34:44.849052,2019-09-16 16:51:11.000000,2020-02-04 18:34:46.318680,2020-02-04 18:34:44.889030,In use,./tools/plaso-master/config/jenkins/greendale/acserver.ini
dc1-greendale3.ini,0.0B,2020-02-04 18:34:46.341668,2020-02-04 18:34:46.341668,2020-02-04 18:34:46.341668,2020-02-04 18:34:46.341668,2020-02-04 18:34:46.341668,2019-09-16 16:51:11.000000,2020-02-04 18:34:47.821612,2020-02-04 18:34:46.385628,In use,./tools/plaso-master/config/jenkins/greendale/dc1-greendale3.ini
dean_mac-browserhistory.ini,0.0B,2020-02-04 18:34:47.838600,2020-02-04 18:34:47.838600,2020-02-04 18:34:47.838600,2020-02-04 18:34:47.838600,2020-02-04 18:34:47.838600,2019-09-16 16:51:11.000000,2020-02-04 18:34:49.315404,2020-02-04 18:34:47.873582,In use,./tools/plaso-master/config/jenkins/greendale/dean_mac-browserhistory.ini
dean_mac.ini,0.0B,2020-02-04 18:34:49.327396,2020-02-04 18:34:49.327396,2020-02-04 18:34:49.327396,2020-02-04 18:34:49.327396,2020-02-04 18:34:49.327396,2019-09-16 16:51:11.000000,2020-02-04 18:34:50.791316,2020-02-04 18:34:49.361378,In use,./tools/plaso-master/config/jenkins/greendale/dean_mac.ini
psort-dean-hashes.ini,0.0B,2020-02-04 18:34:52.232492,2020-02-04 18:34:52.232492,2020-02-04 18:34:52.232492,2020-02-04 18:34:52.232492,2020-02-04 18:34:52.232492,2019-09-16 16:51:11.000000,2020-02-04 18:34:55.183308,2020-02-04 18:34:53.747372,In use,./tools/plaso-master/config/jenkins/greendale/psort-dean-hashes.ini
psort-studentpc1-services.ini,0.0B,2020-02-04 18:34:55.204296,2020-02-04 18:34:55.204296,2020-02-04 18:34:55.204296,2020-02-04 18:34:55.204296,2020-02-04 18:34:55.204296,2019-09-16 16:51:11.000000,2020-02-04 18:34:56.669230,2020-02-04 18:34:55.236260,In use,./tools/plaso-master/config/jenkins/greendale/psort-studentpc1-services.ini
psort-studentpc1-sessionize-unique-domains.ini,0.0B,2020-02-04 18:34:56.682204,2020-02-04 18:34:56.682204,2020-02-04 18:34:56.682204,2020-02-04 18:34:56.682204,2020-02-04 18:34:56.682204,2019-09-16 16:51:11.000000,2020-02-04 18:34:58.162086,2020-02-04 18:34:56.721180,In use,./tools/plaso-master/config/jenkins/greendale/psort-studentpc1-sessionize-unique-domains.ini
psort-studentpc1-tagging.ini,0.0B,2020-02-04 18:34:58.176092,2020-02-04 18:34:58.176092,2020-02-04 18:34:58.176092,2020-02-04 18:34:58.176092,2020-02-04 18:34:58.176092,2019-09-16 16:51:11.000000,2020-02-04 18:34:59.644952,2020-02-04 18:34:58.209058,In use,./tools/plaso-master/config/jenkins/greendale/psort-studentpc1-tagging.ini
registrar.ini,0.0B,2020-02-04 18:34:59.660940,2020-02-04 18:34:59.660940,2020-02-04 18:34:59.660940,2020-02-04 18:34:59.660940,2020-02-04 18:34:59.660940,2019-09-16 16:51:11.000000,2020-02-04 18:35:01.127404,2020-02-04 18:34:59.690924,In use,./tools/plaso-master/config/jenkins/greendale/registrar.ini
student-pc1-browserhistory.ini,0.0B,2020-02-04 18:35:01.141412,2020-02-04 18:35:01.141412,2020-02-04 18:35:01.141412,2020-02-04 18:35:01.141412,2020-02-04 18:35:01.141412,2019-09-16 16:51:11.000000,2020-02-04 18:35:02.603196,2020-02-04 18:35:01.177358,In use,./tools/plaso-master/config/jenkins/greendale/student-pc1-browserhistory.ini
student-pc1.ini,0.0B,2020-02-04 18:35:02.622168,2020-02-04 18:35:02.622168,2020-02-04 18:35:02.622168,2020-02-04 18:35:02.622168,2020-02-04 18:35:02.622168,2019-09-16 16:51:11.000000,2020-02-04 18:35:04.100960,2020-02-04 18:35:02.660146,In use,./tools/plaso-master/config/jenkins/greendale/student-pc1.ini
studentpc10.ini,0.0B,2020-02-04 18:35:04.115954,2020-02-04 18:35:04.115954,2020-02-04 18:35:04.115954,2020-02-04 18:35:04.115954,2020-02-04 18:35:04.115954,2019-09-16 16:51:11.000000,2020-02-04 18:35:05.591472,2020-02-04 18:35:04.150932,In use,./tools/plaso-master/config/jenkins/greendale/studentpc10.ini
studentpc8.ini,0.0B,2020-02-04 18:35:05.608446,2020-02-04 18:35:05.608446,2020-02-04 18:35:05.608446,2020-02-04 18:35:05.608446,2020-02-04 18:35:05.608446,2019-09-16 16:51:11.000000,2020-02-04 18:35:07.081390,2020-02-04 18:35:05.650424,In use,./tools/plaso-master/config/jenkins/greendale/studentpc8.ini
linux,0.0B,2020-02-04 18:35:08.511132,2020-02-04 18:35:08.511132,2020-02-04 18:35:08.511132,2020-02-04 18:35:08.511132,2020-02-04 18:35:08.511132,2020-02-04 18:35:10.036948,2020-02-04 18:35:10.036948,2020-02-04 18:36:16.442620,In use directory,./tools/plaso-master/config/jenkins/linux
run_end_to_end_tests.sh,0.0B,2020-02-04 18:35:08.532114,2020-02-04 18:35:08.532114,2020-02-04 18:35:08.532114,2020-02-04 18:35:08.532114,2020-02-04 18:35:08.532114,2019-09-16 16:51:11.000000,2020-02-04 18:35:10.010980,2020-02-04 18:35:08.576090,In use,./tools/plaso-master/config/jenkins/linux/run_end_to_end_tests.sh
run_end_to_end_tests_py3.sh,0.0B,2020-02-04 18:35:10.036948,2020-02-04 18:35:10.036948,2020-02-04 18:35:10.036948,2020-02-04 18:35:10.036948,2020-02-04 18:35:10.036948,2019-09-16 16:51:11.000000,2020-02-04 18:35:11.535812,2020-02-04 18:35:10.103910,In use,./tools/plaso-master/config/jenkins/linux/run_end_to_end_tests_py3.sh
sans,0.0B,2020-02-04 18:35:11.550820,2020-02-04 18:35:11.550820,2020-02-04 18:35:11.550820,2020-02-04 18:35:11.550820,2020-02-04 18:35:11.550820,2020-02-04 18:35:14.559038,2020-02-04 18:35:14.559038,2020-02-04 18:36:16.442620,In use directory,./tools/plaso-master/config/jenkins/sans
drfalken.ini,0.0B,2020-02-04 18:35:11.566794,2020-02-04 18:35:11.566794,2020-02-04 18:35:11.566794,2020-02-04 18:35:11.566794,2020-02-04 18:35:11.566794,2019-09-16 16:51:11.000000,2020-02-04 18:35:13.039244,2020-02-04 18:35:11.604774,In use,./tools/plaso-master/config/jenkins/sans/drfalken.ini
win2008R2-controller.ini,0.0B,2020-02-04 18:35:13.051238,2020-02-04 18:35:13.051238,2020-02-04 18:35:13.051238,2020-02-04 18:35:13.051238,2020-02-04 18:35:13.051238,2019-09-16 16:51:11.000000,2020-02-04 18:35:14.535054,2020-02-04 18:35:13.090234,In use,./tools/plaso-master/config/jenkins/sans/win2008R2-controller.ini
win7-32-nromanoff.ini,0.0B,2020-02-04 18:35:14.559038,2020-02-04 18:35:14.559038,2020-02-04 18:35:14.559038,2020-02-04 18:35:14.559038,2020-02-04 18:35:14.559038,2019-09-16 16:51:11.000000,2020-02-04 18:35:17.445012,2020-02-04 18:35:14.589022,In use,./tools/plaso-master/config/jenkins/sans/win7-32-nromanoff.ini
_AES.cp37-win_amd64.pyd,0.0B,2020-02-04 18:37:55.087856,2020-02-04 18:37:55.087856,2020-02-04 18:37:55.087856,2020-02-04 18:37:55.087856,2020-02-04 18:37:55.087856,2019-06-02 00:13:02.000000,2020-02-04 18:37:56.621638,2020-02-04 18:37:55.167812,In use,./tools/Crypto/Cipher/_AES.cp37-win_amd64.pyd
_ARC4.cp37-win_amd64.pyd,0.0B,2020-02-04 18:37:56.640644,2020-02-04 18:37:56.640644,2020-02-04 18:37:56.640644,2020-02-04 18:37:56.640644,2020-02-04 18:37:56.640644,2019-06-02 00:13:02.000000,2020-02-04 18:37:56.736574,2020-02-04 18:37:56.708604,In use,./tools/Crypto/Cipher/_ARC4.cp37-win_amd64.pyd
_Blowfish.cp37-win_amd64.pyd,0.0B,2020-02-04 18:37:56.750566,2020-02-04 18:37:56.750566,2020-02-04 18:37:56.750566,2020-02-04 18:37:56.750566,2020-02-04 18:37:56.750566,2019-06-02 00:13:02.000000,2020-02-04 18:37:58.262896,2020-02-04 18:37:56.812532,In use,./tools/Crypto/Cipher/_Blowfish.cp37-win_amd64.pyd
_DES3.cp37-win_amd64.pyd,0.0B,2020-02-04 18:37:58.273886,2020-02-04 18:37:58.273886,2020-02-04 18:37:58.273886,2020-02-04 18:37:58.273886,2020-02-04 18:37:58.273886,2019-06-02 00:13:02.000000,2020-02-04 18:37:59.815690,2020-02-04 18:37:58.352842,In use,./tools/Crypto/Cipher/_DES3.cp37-win_amd64.pyd
data,0.0B,2020-02-04 18:37:59.825684,2020-02-04 18:37:59.825684,2020-02-04 18:37:59.825684,2020-02-04 18:37:59.825684,2020-02-04 18:37:59.825684,2020-02-04 18:38:09.057666,2020-02-04 18:38:09.057666,2020-02-04 18:40:19.342236,In use directory,./tools/data
filter_windows.txt,0.0B,2020-02-04 18:37:59.850672,2020-02-04 18:37:59.850672,2020-02-04 18:37:59.850672,2020-02-04 18:37:59.850672,2020-02-04 18:37:59.850672,2019-03-31 07:29:06.000000,2020-02-04 18:37:59.904640,2020-02-04 18:37:59.879652,In use,./tools/data/filter_windows.txt
filter_windows.yaml,0.0B,2020-02-04 18:37:59.916634,2020-02-04 18:37:59.916634,2020-02-04 18:37:59.916634,2020-02-04 18:37:59.916634,2020-02-04 18:37:59.916634,2019-06-01 11:56:00.000000,2020-02-04 18:38:01.395398,2020-02-04 18:37:59.948624,In use,./tools/data/filter_windows.yaml
plaso-data.README,0.0B,2020-02-04 18:38:01.412388,2020-02-04 18:38:01.412388,2020-02-04 18:38:01.412388,2020-02-04 18:38:01.412388,2020-02-04 18:38:01.412388,2018-01-27 22:48:16.000000,2020-02-04 18:38:01.457756,2020-02-04 18:38:01.441372,In use,./tools/data/plaso-data.README
plaso_kibana_example.json,0.0B,2020-02-04 18:38:01.470748,2020-02-04 18:38:01.470748,2020-02-04 18:38:01.470748,2020-02-04 18:38:01.470748,2020-02-04 18:38:01.470748,2017-10-01 06:47:34.000000,2020-02-04 18:38:04.383506,2020-02-04 18:38:01.508728,In use,./tools/data/plaso_kibana_example.json
presets.yaml,0.0B,2020-02-04 18:38:04.403494,2020-02-04 18:38:04.403494,2020-02-04 18:38:04.403494,2020-02-04 18:38:04.403494,2020-02-04 18:38:04.403494,2019-07-11 21:49:06.000000,2020-02-04 18:38:04.451468,2020-02-04 18:38:04.431478,In use,./tools/data/presets.yaml
signatures.conf,0.0B,2020-02-04 18:38:04.463460,2020-02-04 18:38:04.463460,2020-02-04 18:38:04.463460,2020-02-04 18:38:04.463460,2020-02-04 18:38:04.463460,2017-10-01 06:47:34.000000,2020-02-04 18:38:07.359332,2020-02-04 18:38:05.921538,In use,./tools/data/signatures.conf
tag_macos.txt,0.0B,2020-02-04 18:38:07.373322,2020-02-04 18:38:07.373322,2020-02-04 18:38:07.373322,2020-02-04 18:38:07.373322,2020-02-04 18:38:07.373322,2019-01-31 23:47:16.000000,2020-02-04 18:38:08.835796,2020-02-04 18:38:07.402308,In use,./tools/data/tag_macos.txt
tag_windows.txt,0.0B,2020-02-04 18:38:08.906756,2020-02-04 18:38:08.906756,2020-02-04 18:38:08.906756,2020-02-04 18:38:08.906756,2020-02-04 18:38:08.906756,2019-06-20 10:18:10.000000,2020-02-04 18:38:09.043676,2020-02-04 18:38:09.011692,In use,./tools/data/tag_windows.txt
winevt-rc.db,0.0B,2020-02-04 18:38:09.057666,2020-02-04 18:38:09.057666,2020-02-04 18:38:09.057666,2020-02-04 18:38:09.057666,2020-02-04 18:38:09.057666,2018-10-01 23:22:10.000000,2020-02-04 18:38:20.640868,2020-02-04 18:38:20.409000,In use,./tools/data/winevt-rc.db
dfvfs,0.0B,2020-02-04 18:38:21.107598,2020-02-04 18:38:21.107598,2020-02-04 18:38:21.107598,2020-02-04 18:38:21.107598,2020-02-04 18:38:21.107598,2020-02-04 18:38:21.127588,2020-02-04 18:38:21.127588,2020-02-04 18:40:19.343242,In use directory,./tools/dfvfs
lib,0.0B,2020-02-04 18:38:21.127588,2020-02-04 18:38:21.127588,2020-02-04 18:38:21.127588,2020-02-04 18:38:21.127588,2020-02-04 18:38:21.127588,2020-02-04 18:38:21.946116,2020-02-04 18:38:21.946116,2020-02-04 18:40:19.343242,In use directory,./tools/dfvfs/lib
cpio.yaml,0.0B,2020-02-04 18:38:21.274504,2020-02-04 18:38:21.274504,2020-02-04 18:38:21.274504,2020-02-04 18:38:21.274504,2020-02-04 18:38:21.274504,2019-07-13 03:01:40.000000,2020-02-04 18:38:21.757226,2020-02-04 18:38:21.715254,In use,./tools/dfvfs/lib/cpio.yaml
gzipfile.yaml,0.0B,2020-02-04 18:38:21.946116,2020-02-04 18:38:21.946116,2020-02-04 18:38:21.946116,2020-02-04 18:38:21.946116,2020-02-04 18:38:21.946116,2019-07-13 03:01:40.000000,2020-02-04 18:38:23.445764,2020-02-04 18:38:21.987094,In use,./tools/dfvfs/lib/gzipfile.yaml
dfwinreg,0.0B,2020-02-04 18:38:23.699862,2020-02-04 18:38:23.699862,2020-02-04 18:38:23.699862,2020-02-04 18:38:23.699862,2020-02-04 18:38:23.699862,2020-02-04 18:38:24.241538,2020-02-04 18:38:24.241538,2020-02-04 18:40:19.344236,In use directory,./tools/dfwinreg
dtfabric.yaml,0.0B,2020-02-04 18:38:24.241538,2020-02-04 18:38:24.241538,2020-02-04 18:38:24.241538,2020-02-04 18:38:24.241538,2020-02-04 18:38:24.241538,2019-07-13 03:02:00.000000,2020-02-04 18:38:24.336484,2020-02-04 18:38:24.309498,In use,./tools/dfwinreg/dtfabric.yaml
plaso,0.0B,2020-02-04 18:38:24.749252,2020-02-04 18:38:24.749252,2020-02-04 18:38:24.749252,2020-02-04 18:38:24.749252,2020-02-04 18:38:24.749252,2020-02-04 18:38:25.055580,2020-02-04 18:38:25.055580,2020-02-04 18:40:19.344236,In use directory,./tools/plaso
parsers,0.0B,2020-02-04 18:38:25.055580,2020-02-04 18:38:25.055580,2020-02-04 18:38:25.055580,2020-02-04 18:38:25.055580,2020-02-04 18:38:25.055580,2020-02-04 18:40:14.726852,2020-02-04 18:40:14.726852,2020-02-04 18:40:19.345236,In use directory,./tools/plaso/parsers
asl.yaml,0.0B,2020-02-04 18:38:25.272454,2020-02-04 18:38:25.272454,2020-02-04 18:38:25.272454,2020-02-04 18:38:25.272454,2020-02-04 18:38:25.272454,2018-06-30 23:49:46.000000,2020-02-04 18:38:27.160370,2020-02-04 18:38:25.679220,In use,./tools/plaso/parsers/asl.yaml
bsm.yaml,0.0B,2020-02-04 18:38:27.701060,2020-02-04 18:38:27.701060,2020-02-04 18:38:27.701060,2020-02-04 18:38:27.701060,2020-02-04 18:38:27.701060,2018-08-19 22:02:28.000000,2020-02-04 18:38:30.709494,2020-02-04 18:38:27.832984,In use,./tools/plaso/parsers/bsm.yaml
chrome_cache.yaml,0.0B,2020-02-04 18:38:35.794452,2020-02-04 18:38:35.794452,2020-02-04 18:38:35.794452,2020-02-04 18:38:35.794452,2020-02-04 18:38:35.794452,2018-08-19 22:02:28.000000,2020-02-04 18:38:36.293302,2020-02-04 18:38:36.265324,In use,./tools/plaso/parsers/chrome_cache.yaml
cups_ipp.yaml,0.0B,2020-02-04 18:38:36.478872,2020-02-04 18:38:36.478872,2020-02-04 18:38:36.478872,2020-02-04 18:38:36.478872,2020-02-04 18:38:36.478872,2018-12-09 01:42:58.000000,2020-02-04 18:38:36.555830,2020-02-04 18:38:36.518852,In use,./tools/plaso/parsers/cups_ipp.yaml
custom_destinations.yaml,0.0B,2020-02-04 18:38:36.910624,2020-02-04 18:38:36.910624,2020-02-04 18:38:36.910624,2020-02-04 18:38:36.910624,2020-02-04 18:38:36.910624,2018-10-01 23:22:10.000000,2020-02-04 18:38:38.844788,2020-02-04 18:38:37.404126,In use,./tools/plaso/parsers/custom_destinations.yaml
esedb_plugins,0.0B,2020-02-04 18:38:39.575366,2020-02-04 18:38:39.575366,2020-02-04 18:38:39.575366,2020-02-04 18:38:39.575366,2020-02-04 18:38:39.575366,2020-02-04 18:38:44.360784,2020-02-04 18:38:44.360784,2020-02-04 18:40:19.346236,In use directory,./tools/plaso/parsers/esedb_plugins
types.yaml,0.0B,2020-02-04 18:38:44.360784,2020-02-04 18:38:44.360784,2020-02-04 18:38:44.360784,2020-02-04 18:38:44.360784,2020-02-04 18:38:44.360784,2018-10-01 23:22:10.000000,2020-02-04 18:38:48.193738,2020-02-04 18:38:48.171752,In use,./tools/plaso/parsers/esedb_plugins/types.yaml
firefox_cache.yaml,0.0B,2020-02-04 18:38:48.327660,2020-02-04 18:38:48.327660,2020-02-04 18:38:48.327660,2020-02-04 18:38:48.327660,2020-02-04 18:38:48.327660,2018-08-19 22:02:28.000000,2020-02-04 18:38:48.393622,2020-02-04 18:38:48.371636,In use,./tools/plaso/parsers/firefox_cache.yaml
fseventsd.yaml,0.0B,2020-02-04 18:38:57.337726,2020-02-04 18:38:57.337726,2020-02-04 18:38:57.337726,2020-02-04 18:38:57.337726,2020-02-04 18:38:57.337726,2018-08-19 22:02:28.000000,2020-02-04 18:39:00.560524,2020-02-04 18:38:59.110360,In use,./tools/plaso/parsers/fseventsd.yaml
java_idx.yaml,0.0B,2020-02-04 18:39:00.591508,2020-02-04 18:39:00.591508,2020-02-04 18:39:00.591508,2020-02-04 18:39:00.591508,2020-02-04 18:39:00.591508,2018-06-30 23:49:46.000000,2020-02-04 18:39:00.920326,2020-02-04 18:39:00.888340,In use,./tools/plaso/parsers/java_idx.yaml
mac_keychain.yaml,0.0B,2020-02-04 18:39:01.486996,2020-02-04 18:39:01.486996,2020-02-04 18:39:01.486996,2020-02-04 18:39:01.486996,2020-02-04 18:39:01.486996,2018-10-01 23:22:10.000000,2020-02-04 18:39:03.171024,2020-02-04 18:39:01.727852,In use,./tools/plaso/parsers/mac_keychain.yaml
ntfs.yaml,0.0B,2020-02-04 18:39:03.705716,2020-02-04 18:39:03.705716,2020-02-04 18:39:03.705716,2020-02-04 18:39:03.705716,2020-02-04 18:39:03.705716,2018-06-30 23:49:46.000000,2020-02-04 18:39:05.794516,2020-02-04 18:39:04.354344,In use,./tools/plaso/parsers/ntfs.yaml
olecf_plugins,0.0B,2020-02-04 18:39:06.072356,2020-02-04 18:39:06.072356,2020-02-04 18:39:06.072356,2020-02-04 18:39:06.072356,2020-02-04 18:39:06.072356,2020-02-04 18:39:06.191288,2020-02-04 18:39:06.191288,2020-02-04 18:40:19.346236,In use directory,./tools/plaso/parsers/olecf_plugins
automatic_destinations.yaml,0.0B,2020-02-04 18:39:06.191288,2020-02-04 18:39:06.191288,2020-02-04 18:39:06.191288,2020-02-04 18:39:06.191288,2020-02-04 18:39:06.191288,2018-08-19 22:02:28.000000,2020-02-04 18:39:06.691000,2020-02-04 18:39:06.652026,In use,./tools/plaso/parsers/olecf_plugins/automatic_destinations.yaml
plist_plugins,0.0B,2020-02-04 18:39:06.826922,2020-02-04 18:39:06.826922,2020-02-04 18:39:06.826922,2020-02-04 18:39:06.826922,2020-02-04 18:39:06.826922,2020-02-04 18:39:06.960846,2020-02-04 18:39:06.960846,2020-02-04 18:40:19.346236,In use directory,./tools/plaso/parsers/plist_plugins
timemachine.yaml,0.0B,2020-02-04 18:39:06.960846,2020-02-04 18:39:06.960846,2020-02-04 18:39:06.960846,2020-02-04 18:39:06.960846,2020-02-04 18:39:06.960846,2018-10-01 23:22:10.000000,2020-02-04 18:39:08.872746,2020-02-04 18:39:07.422578,In use,./tools/plaso/parsers/plist_plugins/timemachine.yaml
pls_recall.yaml,0.0B,2020-02-04 18:39:09.223544,2020-02-04 18:39:09.223544,2020-02-04 18:39:09.223544,2020-02-04 18:39:09.223544,2020-02-04 18:39:09.223544,2018-06-30 23:49:46.000000,2020-02-04 18:39:09.692276,2020-02-04 18:39:09.659292,In use,./tools/plaso/parsers/pls_recall.yaml
recycler.yaml,0.0B,2020-02-04 18:39:10.471826,2020-02-04 18:39:10.471826,2020-02-04 18:39:10.471826,2020-02-04 18:39:10.471826,2020-02-04 18:39:10.471826,2018-06-30 23:49:46.000000,2020-02-04 18:39:12.625320,2020-02-04 18:39:11.138952,In use,./tools/plaso/parsers/recycler.yaml
safari_cookies.yaml,0.0B,2020-02-04 18:39:23.860222,2020-02-04 18:39:23.860222,2020-02-04 18:39:23.860222,2020-02-04 18:39:23.860222,2020-02-04 18:39:23.860222,2018-06-30 23:49:46.000000,2020-02-04 18:39:41.738174,2020-02-04 18:39:41.714188,In use,./tools/plaso/parsers/safari_cookies.yaml
systemd_journal.yaml,0.0B,2020-02-04 18:39:42.225894,2020-02-04 18:39:42.225894,2020-02-04 18:39:42.225894,2020-02-04 18:39:42.225894,2020-02-04 18:39:42.225894,2018-10-01 23:22:10.000000,2020-02-04 18:39:42.301852,2020-02-04 18:39:42.268870,In use,./tools/plaso/parsers/systemd_journal.yaml
utmp.yaml,0.0B,2020-02-04 18:39:42.970580,2020-02-04 18:39:42.970580,2020-02-04 18:39:42.970580,2020-02-04 18:39:42.970580,2020-02-04 18:39:42.970580,2018-06-30 23:49:46.000000,2020-02-04 18:39:45.001884,2020-02-04 18:39:43.541784,In use,./tools/plaso/parsers/utmp.yaml
winjob.yaml,0.0B,2020-02-04 18:39:46.991740,2020-02-04 18:39:46.991740,2020-02-04 18:39:46.991740,2020-02-04 18:39:46.991740,2020-02-04 18:39:46.991740,2018-06-30 23:49:46.000000,2020-02-04 18:39:48.509398,2020-02-04 18:39:47.058700,In use,./tools/plaso/parsers/winjob.yaml
winreg_plugins,0.0B,2020-02-04 18:39:48.675302,2020-02-04 18:39:48.675302,2020-02-04 18:39:48.675302,2020-02-04 18:39:48.675302,2020-02-04 18:39:48.675302,2020-02-04 18:40:13.215722,2020-02-04 18:40:13.215722,2020-02-04 18:40:19.347234,In use directory,./tools/plaso/parsers/winreg_plugins
appcompatcache.yaml,0.0B,2020-02-04 18:39:48.702286,2020-02-04 18:39:48.702286,2020-02-04 18:39:48.702286,2020-02-04 18:39:48.702286,2020-02-04 18:39:48.702286,2018-08-19 22:02:28.000000,2020-02-04 18:39:48.852200,2020-02-04 18:39:48.786238,In use,./tools/plaso/parsers/winreg_plugins/appcompatcache.yaml
filetime.yaml,0.0B,2020-02-04 18:40:02.769198,2020-02-04 18:40:02.769198,2020-02-04 18:40:02.769198,2020-02-04 18:40:02.769198,2020-02-04 18:40:02.769198,2018-08-19 22:02:28.000000,2020-02-04 18:40:03.524764,2020-02-04 18:40:03.489782,In use,./tools/plaso/parsers/winreg_plugins/filetime.yaml
mru.yaml,0.0B,2020-02-04 18:40:03.846578,2020-02-04 18:40:03.846578,2020-02-04 18:40:03.846578,2020-02-04 18:40:03.846578,2020-02-04 18:40:03.846578,2018-08-19 22:02:28.000000,2020-02-04 18:40:05.651540,2020-02-04 18:40:04.197380,In use,./tools/plaso/parsers/winreg_plugins/mru.yaml
programscache.yaml,0.0B,2020-02-04 18:40:05.923384,2020-02-04 18:40:05.923384,2020-02-04 18:40:05.923384,2020-02-04 18:40:05.923384,2020-02-04 18:40:05.923384,2018-08-19 22:02:28.000000,2020-02-04 18:40:06.318156,2020-02-04 18:40:06.284176,In use,./tools/plaso/parsers/winreg_plugins/programscache.yaml
sam_users.yaml,0.0B,2020-02-04 18:40:06.383118,2020-02-04 18:40:06.383118,2020-02-04 18:40:06.383118,2020-02-04 18:40:06.383118,2020-02-04 18:40:06.383118,2018-08-19 22:02:28.000000,2020-02-04 18:40:07.870266,2020-02-04 18:40:06.424094,In use,./tools/plaso/parsers/winreg_plugins/sam_users.yaml
systemtime.yaml,0.0B,2020-02-04 18:40:08.388966,2020-02-04 18:40:08.388966,2020-02-04 18:40:08.388966,2020-02-04 18:40:08.388966,2020-02-04 18:40:08.388966,2018-08-19 22:02:28.000000,2020-02-04 18:40:08.474916,2020-02-04 18:40:08.447932,In use,./tools/plaso/parsers/winreg_plugins/systemtime.yaml
task_scheduler.yaml,0.0B,2020-02-04 18:40:08.952642,2020-02-04 18:40:08.952642,2020-02-04 18:40:08.952642,2020-02-04 18:40:08.952642,2020-02-04 18:40:08.952642,2018-08-19 22:02:28.000000,2020-02-04 18:40:11.780548,2020-02-04 18:40:10.307396,In use,./tools/plaso/parsers/winreg_plugins/task_scheduler.yaml
userassist.yaml,0.0B,2020-02-04 18:40:13.215722,2020-02-04 18:40:13.215722,2020-02-04 18:40:13.215722,2020-02-04 18:40:13.215722,2020-02-04 18:40:13.215722,2018-08-19 22:02:28.000000,2020-02-04 18:40:14.699868,2020-02-04 18:40:13.253700,In use,./tools/plaso/parsers/winreg_plugins/userassist.yaml
winrestore.yaml,0.0B,2020-02-04 18:40:14.726852,2020-02-04 18:40:14.726852,2020-02-04 18:40:14.726852,2020-02-04 18:40:14.726852,2020-02-04 18:40:14.726852,2018-06-09 23:21:36.000000,2020-02-04 18:40:14.807804,2020-02-04 18:40:14.787818,In use,./tools/plaso/parsers/winrestore.yaml
200107~08 °Ü¿ï¿¥Æ¼,0.0B,2020-02-04 18:43:17.010920,2020-02-04 18:43:17.010920,2020-02-04 18:43:17.010920,2020-02-04 18:43:17.010920,2020-02-04 18:38:10.913900,2020-02-04 18:47:49.073964,2020-02-04 18:47:49.073964,2020-02-04 18:47:49.073964,In use directory,./200107~08 °Ü¿ï¿¥Æ¼
20200107_115620.jpg,4.5MB,2020-02-04 18:43:17.024932,2020-02-04 18:43:17.024932,2020-02-04 18:43:17.024932,2020-02-04 18:43:17.024932,2020-02-04 18:38:12.186982,2020-01-07 02:56:20.000000,2020-02-04 18:46:10.397802,2020-02-04 18:43:21.838248,In use,./200107~08 °Ü¿ï¿¥Æ¼/20200107_115620.jpg
20200107_120228.jpg,3.6MB,2020-02-04 18:43:21.861232,2020-02-04 18:43:21.861232,2020-02-04 18:43:21.861232,2020-02-04 18:43:21.861232,2020-02-04 18:38:15.719674,2020-01-07 03:02:28.000000,2020-02-04 18:46:10.799570,2020-02-04 18:43:23.718212,In use,./200107~08 °Ü¿ï¿¥Æ¼/20200107_120228.jpg
20200107_120230.jpg,3.6MB,2020-02-04 18:43:23.745244,2020-02-04 18:43:23.745244,2020-02-04 18:43:23.745244,2020-02-04 18:43:23.745244,2020-02-04 18:38:19.273370,2020-01-07 03:02:30.000000,2020-02-04 18:46:04.354000,2020-02-04 18:43:24.536002,In use,./200107~08 °Ü¿ï¿¥Æ¼/20200107_120230.jpg
